dataset,fold_id,budget_fraction,block_id,calibrated_plan_lower_bound,realized_worst_value,covered,calibration_blocks,adaptive_alpha,target_alpha,adaptation_rate
divvy,2,0.2,2024-06-12,0.0,93.59999999999984,1.0,43.0,0.01000000000000002,0.05,0.1
divvy,2,0.2,2024-06-13,0.0,71.19999999999996,1.0,44.0,0.01500000000000002,0.05,0.1
divvy,2,0.2,2024-06-14,0.0,77.99999999999993,1.0,45.0,0.02000000000000002,0.05,0.1
divvy,2,0.2,2024-06-15,16.97645984871614,65.59999999999997,1.0,46.0,0.025000000000000022,0.05,0.1
divvy,2,0.2,2024-06-16,16.26420618346432,42.0,1.0,47.0,0.030000000000000023,0.05,0.1
divvy,2,0.2,2024-06-17,16.542442353443835,65.19999999999997,1.0,48.0,0.035000000000000024,0.05,0.1
divvy,2,0.2,2024-06-18,18.579712358052824,85.59999999999991,1.0,49.0,0.04000000000000002,0.05,0.1
divvy,2,0.2,2024-06-19,18.44494936163805,76.39999999999992,1.0,50.0,0.045000000000000026,0.05,0.1
divvy,2,0.2,2024-06-20,17.74528024610666,87.9999999999999,1.0,51.0,0.05000000000000003,0.05,0.1
divvy,2,0.2,2024-06-21,17.804760208205504,76.39999999999992,1.0,52.0,0.055000000000000035,0.05,0.1
divvy,2,0.2,2024-06-22,23.375366670297705,68.39999999999998,1.0,53.0,0.06000000000000004,0.05,0.1
divvy,2,0.2,2024-06-23,22.64449687597973,49.2,1.0,54.0,0.06500000000000004,0.05,0.1
divvy,2,0.2,2024-06-24,23.369933544743898,65.59999999999997,1.0,55.0,0.07000000000000005,0.05,0.1
divvy,2,0.2,2024-06-25,24.910651262346402,49.59999999999999,1.0,56.0,0.07500000000000005,0.05,0.1
divvy,2,0.2,2024-06-26,26.14308870339733,85.19999999999992,1.0,57.0,0.08000000000000006,0.05,0.1
divvy,2,0.2,2024-06-27,30.877726970870803,92.79999999999988,1.0,58.0,0.08500000000000006,0.05,0.1
divvy,2,0.2,2024-06-28,28.20964014803707,49.19999999999997,1.0,59.0,0.09000000000000007,0.05,0.1
divvy,2,0.2,2024-06-29,28.44687456437277,33.20000000000002,1.0,60.0,0.09500000000000007,0.05,0.1
divvy,2,0.2,2024-06-30,33.63523318680626,48.79999999999998,1.0,61.0,0.10000000000000007,0.05,0.1
