dataset,fold_id,budget_fraction,block_id,calibrated_plan_lower_bound,realized_worst_value,covered,calibration_blocks,adaptive_alpha,target_alpha,adaptation_rate
bts,2,0.1,2024-06-08,72.39641046881962,79.83467550427616,1.0,38.0,0.08500000000000003,0.05,0.1
bts,2,0.1,2024-06-09,101.50212270649152,207.95646436194423,1.0,39.0,0.09000000000000004,0.05,0.1
bts,2,0.1,2024-06-10,40.42668481259818,145.394694177834,1.0,40.0,0.09500000000000004,0.05,0.1
bts,2,0.1,2024-06-11,137.6219481469016,213.51455012081328,1.0,41.0,0.10000000000000005,0.05,0.1
bts,2,0.1,2024-06-12,18.153053500506985,157.88709383848948,1.0,42.0,0.10500000000000005,0.05,0.1
bts,2,0.1,2024-06-13,62.05637450926406,132.97892754909634,1.0,43.0,0.11000000000000006,0.05,0.1
bts,2,0.1,2024-06-14,117.11901676764253,183.83980879628,1.0,44.0,0.11500000000000006,0.05,0.1
bts,2,0.1,2024-06-15,41.872647949179765,81.86614757847117,1.0,45.0,0.12000000000000006,0.05,0.1
bts,2,0.1,2024-06-16,90.77521336821721,147.15437286683394,1.0,46.0,0.12500000000000006,0.05,0.1
bts,2,0.1,2024-06-17,53.53180653651839,101.52217015895836,1.0,47.0,0.13000000000000006,0.05,0.1
bts,2,0.1,2024-06-18,102.27458454934086,93.83756017450963,0.0,48.0,0.13500000000000006,0.05,0.1
bts,2,0.1,2024-06-19,60.706406824375705,130.28367478961303,1.0,49.0,0.04000000000000006,0.05,0.1
bts,2,0.1,2024-06-20,100.62580614624434,167.0401764564047,1.0,50.0,0.04500000000000007,0.05,0.1
bts,2,0.1,2024-06-21,85.97021544723998,94.1759967635232,1.0,51.0,0.05000000000000007,0.05,0.1
bts,2,0.1,2024-06-22,87.2770673681986,222.07215332858888,1.0,52.0,0.05500000000000008,0.05,0.1
bts,2,0.1,2024-06-23,65.1357773692828,193.5068477904158,1.0,53.0,0.06000000000000008,0.05,0.1
bts,2,0.1,2024-06-24,63.175485902588264,207.09189136538745,1.0,54.0,0.06500000000000009,0.05,0.1
bts,2,0.1,2024-06-25,61.8295175611286,187.24600621158007,1.0,55.0,0.07000000000000009,0.05,0.1
bts,2,0.1,2024-06-26,56.7863786037685,221.0367465279276,1.0,56.0,0.0750000000000001,0.05,0.1
bts,2,0.1,2024-06-27,133.33308472866992,199.54420021080455,1.0,57.0,0.0800000000000001,0.05,0.1
bts,2,0.1,2024-06-28,33.25769421130485,165.81001080047432,1.0,58.0,0.0850000000000001,0.05,0.1
bts,2,0.1,2024-06-29,80.6594221981185,183.3734148084755,1.0,59.0,0.09000000000000011,0.05,0.1
bts,2,0.1,2024-06-30,55.77265052738085,212.3566745013688,1.0,60.0,0.09500000000000011,0.05,0.1
bts,2,0.2,2024-06-01,77.27151916103963,190.2466671933013,1.0,31.0,0.05,0.05,0.1
bts,2,0.2,2024-06-02,99.18160175376667,419.1071443568215,1.0,32.0,0.05500000000000001,0.05,0.1
bts,2,0.2,2024-06-03,109.12143985845668,224.87304628480751,1.0,33.0,0.06000000000000001,0.05,0.1
bts,2,0.2,2024-06-04,91.77136489285749,199.4964830250286,1.0,34.0,0.06500000000000002,0.05,0.1
bts,2,0.2,2024-06-05,187.20889575403987,338.7788776254495,1.0,35.0,0.07000000000000002,0.05,0.1
bts,2,0.2,2024-06-06,125.99164048553395,365.8245805278818,1.0,36.0,0.07500000000000002,0.05,0.1
bts,2,0.2,2024-06-07,207.26690715432852,319.95585352600284,1.0,37.0,0.08000000000000003,0.05,0.1
bts,2,0.2,2024-06-08,212.10454135652768,161.69308938233445,0.0,38.0,0.08500000000000003,0.05,0.1
bts,2,0.2,2024-06-09,0.0,318.1835712326417,1.0,39.0,-0.009999999999999967,0.05,0.1
bts,2,0.2,2024-06-10,0.0,271.74829664941643,1.0,40.0,-0.004999999999999966,0.05,0.1
bts,2,0.2,2024-06-11,0.0,330.2366229541954,1.0,41.0,3.469446951953614e-17,0.05,0.1
bts,2,0.2,2024-06-12,0.0,234.99577462024865,1.0,42.0,0.005000000000000036,0.05,0.1
bts,2,0.2,2024-06-13,0.0,302.08235089664106,1.0,43.0,0.010000000000000037,0.05,0.1
bts,2,0.2,2024-06-14,0.0,399.9271360122986,1.0,44.0,0.015000000000000038,0.05,0.1
bts,2,0.2,2024-06-15,0.0,220.254860351846,1.0,45.0,0.02000000000000004,0.05,0.1
bts,2,0.2,2024-06-16,98.52641228594553,361.05650539143016,1.0,46.0,0.02500000000000004,0.05,0.1
bts,2,0.2,2024-06-17,78.95327685909587,239.8616834119223,1.0,47.0,0.03000000000000004,0.05,0.1
bts,2,0.2,2024-06-18,101.79862532127697,178.61079238955557,1.0,48.0,0.035000000000000045,0.05,0.1
bts,2,0.2,2024-06-19,161.7476342920471,207.9476790914274,1.0,49.0,0.04000000000000005,0.05,0.1
bts,2,0.2,2024-06-20,161.94653826323076,287.466690389124,1.0,50.0,0.045000000000000054,0.05,0.1
bts,2,0.2,2024-06-21,131.65153484553454,203.6877881980767,1.0,51.0,0.05000000000000006,0.05,0.1
bts,2,0.2,2024-06-22,133.8429896438221,361.278337715677,1.0,52.0,0.05500000000000006,0.05,0.1
bts,2,0.2,2024-06-23,126.73170768470398,339.05831303319826,1.0,53.0,0.06000000000000007,0.05,0.1
bts,2,0.2,2024-06-24,145.10408687943925,335.25620175394016,1.0,54.0,0.06500000000000007,0.05,0.1
bts,2,0.2,2024-06-25,137.03304577468222,358.8800092648753,1.0,55.0,0.07000000000000008,0.05,0.1
bts,2,0.2,2024-06-26,171.40180324731023,417.29512464387545,1.0,56.0,0.07500000000000008,0.05,0.1
bts,2,0.2,2024-06-27,223.73302266182588,383.1742121973589,1.0,57.0,0.08000000000000008,0.05,0.1
bts,2,0.2,2024-06-28,159.9465912353135,324.41144058555307,1.0,58.0,0.08500000000000009,0.05,0.1
bts,2,0.2,2024-06-29,173.46342354626267,332.8513801277346,1.0,59.0,0.0900000000000001,0.05,0.1
bts,2,0.2,2024-06-30,156.10431900817724,519.8443030495262,1.0,60.0,0.0950000000000001,0.05,0.1
